,City Name,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,City ID,DateTime,Country
856,santa catarina de tepehuanes,25,-106,51.66,89.0,6.0,2.28,3984571,1627132953,MX
857,puerto ayacucho,5,-67,64.51,98.0,100.0,1.1,3648789,1627132953,VE
858,bahia blanca,-39,-63,45.23,75.0,100.0,10.33,3866308,1627132954,AR
860,dalaba,11,-12,75.0,83.0,100.0,7.14,2422383,1627132954,GN
861,nigde,38,35,72.01,26.0,0.0,11.77,319707,1627132954,TR
862,parintins,-3,-56,84.13,54.0,100.0,5.61,3393008,1627132955,BR
863,maniitsoq,66,-52,39.22,80.0,7.0,4.92,3422700,1627132955,GL
864,liminangcong,11,119,84.09,83.0,100.0,23.67,1706332,1627132955,PH
865,general roca,-41,-68,36.39,57.0,100.0,9.93,3845977,1627132955,AR
867,kyzyl-suu,42,77,61.93,45.0,0.0,1.72,1528666,1627132956,KG
868,arak,34,50,98.46,10.0,75.0,18.01,143127,1627132956,IR
869,melito di porto salvo,38,16,77.18,36.0,0.0,7.78,2523005,1627132956,IT
870,martapura,-5,115,81.39,70.0,5.0,13.06,1625010,1627132957,ID
871,oriximina,1,-56,80.37,64.0,19.0,5.32,3384728,1627132957,SR
873,rudnaya pristan,44,136,71.13,92.0,100.0,12.24,2017384,1627132957,RU
874,ingersoll,43,-81,70.7,79.0,75.0,10.36,6165800,1627132958,CA
875,surgut,61,74,62.71,95.0,100.0,6.06,1485793,1627132958,RU
876,bayog,8,123,68.54,98.0,41.0,4.14,1725747,1627132958,PH
877,araguatins,-5,-48,84.54,34.0,52.0,11.03,3411874,1627132958,BR
879,mabai,23,104,66.07,91.0,100.0,5.06,1785642,1627132959,CN
881,gerash,27,54,96.49,26.0,0.0,4.05,137088,1627132959,IR
882,terny,51,34,69.42,71.0,100.0,7.58,692196,1627132960,UA
883,gbarnga,7,-10,72.68,96.0,100.0,2.68,2278292,1627132960,LR
884,manosque,44,6,87.78,25.0,100.0,17.96,2985244,1627132960,FR
885,tarakan,3,117,72.1,98.0,66.0,2.59,1638054,1627132960,ID
886,somerset,37,-84,68.7,83.0,1.0,0.0,4302681,1627132961,US
887,kraluv dvur,50,14,83.01,38.0,7.0,9.15,3069738,1627132961,CZ
888,kembe,4,22,82.08,63.0,100.0,4.27,238373,1627132961,CF
889,marsala,38,12,86.05,64.0,0.0,10.02,2524780,1627132961,IT
890,assomada,15,-24,83.19,71.0,91.0,12.82,3374707,1627132962,CV
892,almeirim,0,-53,82.72,62.0,23.0,4.59,3394561,1627132962,BR
893,tignere,7,13,73.2,85.0,91.0,2.68,2221513,1627132962,CM
894,san matias,-17,-59,81.99,34.0,0.0,3.83,3444105,1627132963,BO
895,sheridan,44,-107,53.24,49.0,0.0,2.26,5828957,1627132963,US
896,ler,8,30,91.29,43.0,100.0,7.83,371466,1627132963,SS
897,payakumbuh,0,99,83.91,71.0,100.0,8.1,1213459,1627132963,ID
898,yanam,16,83,84.81,79.0,5.0,18.19,1252795,1627132964,IN
899,laela,-9,32,67.68,43.0,100.0,11.3,156098,1627132964,TZ
900,mankato,44,-94,72.93,88.0,76.0,9.73,5018756,1627132964,US
902,topchikha,53,83,73.49,77.0,22.0,6.49,1489398,1627132965,RU
903,fomboni,-12,44,76.17,74.0,16.0,30.53,921967,1627132965,KM
904,baboua,5,15,77.5,76.0,56.0,6.17,2223306,1627132965,CM
905,tabasco,22,-103,55.99,86.0,86.0,0.22,3982729,1627132965,MX
906,ayagoz,47,79,94.59,16.0,0.0,7.36,1526268,1627132966,KZ
907,thunder bay,48,-90,64.49,95.0,100.0,6.08,6063363,1627132966,CA
908,kiunga,-6,140,72.25,100.0,100.0,3.33,2082430,1627132966,ID
909,zyryanka,66,152,59.5,56.0,100.0,3.31,2119283,1627132966,RU
911,dengzhou,38,121,78.15,82.0,100.0,10.8,1812988,1627132967,CN
912,manzil tamim,37,11,87.91,66.0,0.0,8.05,2473716,1627132967,TN
913,hell,63,11,73.92,39.0,100.0,3.29,3137400,1627132967,NO
914,chavakkad,10,75,81.03,86.0,100.0,15.84,1274468,1627132968,IN
915,nioki,-3,18,99.7,16.0,9.0,4.43,2311968,1627132968,CD
917,cheuskiny,63,71,61.77,67.0,100.0,5.21,7287775,1627132968,RU
919,pangkalanbuun,-3,111,79.41,77.0,0.0,8.21,1636322,1627132969,ID
921,pirgos,34,25,80.13,66.0,0.0,10.13,255242,1627132969,GR
922,asuncion,-25,-59,76.53,36.0,0.0,10.29,3427949,1627132970,AR
923,amga,61,131,57.87,98.0,100.0,10.27,2027786,1627132970,RU
924,santa rosalia,27,-113,74.35,64.0,100.0,2.57,3983805,1627132970,MX
925,loandjili,-5,11,72.57,80.0,2.0,6.42,2258314,1627132970,CG
926,calmar,53,-114,51.94,67.0,12.0,8.1,5952349,1627132971,CA
927,zhirnovsk,51,45,73.18,46.0,100.0,12.1,462984,1627132971,RU
928,emba,47,59,96.35,22.0,98.0,17.76,607706,1627132971,KZ
932,lianran,25,102,70.2,80.0,100.0,3.13,1785694,1627132972,CN
933,dabola,11,-11,79.29,80.0,100.0,6.13,2422442,1627132972,GN
934,las cruces,32,-107,66.16,58.0,100.0,3.47,5489804,1627132973,US
935,okandja,0,14,88.79,36.0,100.0,2.66,2593118,1627132973,CG
937,del rio,30,-102,74.93,75.0,18.0,14.99,5530210,1627132973,US
938,aflu,32,2,102.45,12.0,0.0,7.36,2498541,1627132974,DZ
939,klyuchevskiy,53,120,56.44,98.0,100.0,3.96,2021980,1627132974,RU
940,gwadar,24,63,81.57,84.0,100.0,16.98,1337313,1627132974,PK
942,severobaykalsk,56,109,50.36,74.0,42.0,5.84,2019199,1627132975,RU
943,ambunti,-4,142,72.7,100.0,100.0,0.45,2087246,1627132975,PG
944,chambersburg,40,-78,71.22,71.0,0.0,3.31,4559516,1627132975,US
945,aguada de pasajeros,22,-81,81.07,76.0,100.0,4.76,3569546,1627132975,CU
946,katobu,-6,122,81.03,69.0,31.0,12.62,1621900,1627132976,ID
947,guider,10,14,88.09,49.0,100.0,6.29,2230876,1627132976,CM
948,bonga,7,36,70.61,97.0,100.0,1.88,341742,1627132976,ET
949,okha,54,144,55.47,99.0,100.0,17.78,2122614,1627132976,RU
950,les herbiers,47,-1,71.11,72.0,100.0,17.98,2981568,1627132977,FR
952,anamur,36,33,84.11,65.0,0.0,16.26,320552,1627132977,TR
953,hovd,47,101,50.59,98.0,100.0,3.51,2032221,1627132977,MN
954,vysokogornyy,50,139,69.49,88.0,2.0,4.27,2013216,1627132978,RU
955,port-de-paix,21,-73,82.29,79.0,42.0,18.95,3572154,1627132978,BS
957,saint-louis,17,-17,74.73,76.0,100.0,6.26,2253349,1627132978,SN
958,katsiveli,44,34,76.71,42.0,0.0,1.45,698466,1627132979,UA
959,palu,-1,120,69.6,98.0,100.0,3.04,6971014,1627132979,ID
960,bima,-7,119,81.21,67.0,9.0,14.29,7384380,1627132979,ID
961,bowmore,56,-7,68.07,90.0,100.0,7.2,2654464,1627132979,GB
962,clearwater,28,-83,80.44,87.0,15.0,8.95,4147257,1627132980,US
963,kemin,43,76,77.81,34.0,0.0,4.56,1517733,1627132980,KZ
964,uri,34,74,70.66,70.0,69.0,3.89,1253694,1627132980,IN
965,obo,5,26,84.4,54.0,94.0,6.91,238637,1627132981,CF
966,jati,-6,111,83.01,70.0,0.0,15.52,8060045,1627132981,ID
967,preobrazheniye,43,134,73.54,92.0,0.0,4.21,2017658,1627132981,RU
969,mooi river,-29,30,52.11,32.0,0.0,5.5,972062,1627132982,ZA
971,ouallam,15,2,80.69,58.0,100.0,12.1,2448705,1627132982,ML
973,ujhani,28,79,92.17,57.0,100.0,8.68,1253918,1627132983,IN
974,khorramshahr,31,48,119.73,6.0,0.0,19.1,99369,1627132983,IQ
975,kuala selangor,3,101,86.25,66.0,100.0,6.04,1769612,1627132984,MY
977,bogorodskoye,52,140,75.69,79.0,52.0,6.53,2126638,1627132984,RU
978,woodward,37,-99,75.13,87.0,0.0,5.77,4529308,1627132984,US
979,onguday,51,87,57.79,86.0,100.0,1.34,1506272,1627132985,RU
980,coolum beach,-26,154,68.43,54.0,0.0,18.61,6955345,1627132985,AU
981,burns lake,54,-125,49.39,90.0,100.0,3.91,5909050,1627132985,CA
982,bafq,32,56,98.6,8.0,0.0,18.32,111821,1627132985,IR
983,aktau,44,51,80.22,69.0,20.0,20.13,608398,1627132986,KZ
984,siddipet,18,79,80.58,75.0,100.0,9.08,1256377,1627132986,IN
985,lafia,9,9,74.01,84.0,98.0,6.8,2332662,1627132986,NG
986,mount darwin,-16,32,73.06,39.0,95.0,12.1,1085582,1627132986,MZ
